budget,id,language,popularity,release_date,revenue,runtime,status,title,vote_avg,vote_count,genres_1,genres_2,genres_3,genres_4,genres_5,pro_com_1,pro_com_2,pro_com_3,pro_com_4,pro_coun_1,pro_coun_2,pro_coun_3
150000000,13448,English,67.447636,13-05-2009,356613439,02:18,Released,Angels & Demons,6.5,2129,Thriller,Mystery,,,,Columbia Pictures,Imagine Entertainment,Panorama Films,Skylark Productions,Italy,United States of America,
150000000,10195,English,86.493424,21-04-2011,449326618,01:55,Released,Thor,6.6,6525,Adventure,Fantasy,Action,,,Marvel Studios,,,,United States of America,,
150000000,13053,English,41.845878,21-11-2008,309979994,01:38,Released,Bolt,6.3,1750,Animation,Family,Adventure,Comedy,,Walt Disney Animation Studios,,,,United States of America,,
150000000,19585,English,26.710398,21-07-2009,292817841,01:28,Released,G-Force,5.1,510,Fantasy,Action,Adventure,Family,Comedy,Walt Disney Pictures,Jerry Bruckheimer Films,Whamaphram Productions,,United States of America,,
150000000,57165,English,44.927635,27-03-2012,301000000,01:39,Released,Wrath of the Titans,5.5,1431,Adventure,,,,,Legendary Pictures,Thunder Road Pictures,Warner Bros.,Cott Productions,Spain,United States of America,
150000000,62213,English,50.306728,08-05-2012,245527149,01:53,Released,Dark Shadows,5.7,2320,Comedy,Fantasy,,,,Village Roadshow Pictures,Infinitum Nihil,GK Films,Warner Bros.,Australia,United States of America,
150000000,177677,English,114.522237,23-07-2015,682330139,02:11,Released,Mission: Impossible - Rogue Nation,7.1,3224,Action,Adventure,Thriller,,,Paramount Pictures,Skydance Productions,China Movie Channel,Bad Robot,China,United States of America,
150000000,7978,English,21.214571,11-02-2010,0,01:42,Released,The Wolfman,5.5,549,Drama,Horror,Thriller,,,Universal Pictures,Stuber Productions,Relativity Media,,United States of America,,
150000000,5559,English,29.332905,28-10-2007,287594577,01:31,Released,Bee Movie,5.7,1171,Family,Animation,Adventure,Comedy,,Pacific Data Images (PDI),DreamWorks Animation,Columbus 81 Productions,,United States of America,,
150000000,49444,English,51.247321,25-05-2011,665692281,01:31,Released,Kung Fu Panda 2,6.7,1880,Animation,Family,,,,DreamWorks Animation,,,,United States of America,,
150000000,10196,English,33.769336,30-06-2010,318502923,01:43,Released,The Last Airbender,4.7,1151,Action,Adventure,Family,Fantasy,,Paramount Pictures,Nickelodeon Movies,"Kennedy/Marshall Company, The",Industrial Light & Magic (ILM),United States of America,,
150000000,956,English,63.079003,03-05-2006,397850012,02:06,Released,Mission: Impossible III,6.5,2028,Adventure,Action,Thriller,,,Paramount Pictures,Cruise/Wagner Productions,Studio Babelsberg,MI 3 Film,China,Germany,United States of America
150000000,117251,English,39.004588,27-06-2013,205366737,02:11,Released,White House Down,6.4,1891,Action,Drama,Thriller,,,Columbia Pictures,Centropolis Entertainment,Iron Horse Entertainment (II),Mythology Entertainment (II),United States of America,,
150000000,50321,English,12.362599,09-03-2011,38992758,01:28,Released,Mars Needs Moms,5.5,199,Adventure,Animation,Family,,,Walt Disney Animation Studios,,,,United States of America,,
149000000,11619,English,22.550135,22-10-2006,64459316,01:25,Released,Flushed Away,6,874,Adventure,Animation,Comedy,Family,,Aardman Animations,DreamWorks Animation,,,United Kingdom,United States of America,
150000000,266647,English,48.03528,24-09-2015,128388320,01:51,Released,Pan,5.9,954,Adventure,Family,Fantasy,,,Warner Bros.,Moving Picture Company (MPC),Berlanti Productions,RatPac-Dune Entertainment,United States of America,,
145000000,82703,English,38.73494,07-02-2014,272912430,01:32,Released,Mr. Peabody & Sherman,6.7,843,Animation,Adventure,Family,,,Pacific Data Images (PDI),DreamWorks Animation,Classic Media Productions,Bullwinkle Studios,United States of America,,
175000000,652,English,66.803149,13-05-2004,497409852,02:43,Released,Troy,6.9,2759,Adventure,Drama,War,,,Plan B Entertainment,Warner Bros.,Nimar Studios,Radiant Productions,United States of America,Malta,United Kingdom
145000000,80321,English,44.989192,06-06-2012,746921274,01:33,Released,Madagascar 3: Europe's Most Wanted,6.4,1808,Animation,Family,,,,DreamWorks Animation,,,,United States of America,,
140000000,36669,English,54.159392,17-11-2002,431971116,02:13,Released,Die Another Day,5.8,1092,Adventure,Action,Thriller,,,Eon Productions,,,,United Kingdom,United States of America,
144000000,43074,English,66.21806,14-07-2016,229147509,01:56,Released,Ghostbusters,5.3,2142,Action,Fantasy,Comedy,,,Columbia Pictures,Village Roadshow Pictures,"Montecito Picture Company, The",LStar Capital,United States of America,,
140000000,95,English,58.485967,01-07-1998,553799566,02:31,Released,Armageddon,6.4,2482,Action,Thriller,Science Fiction,Adventure,,Jerry Bruckheimer Films,Touchstone Pictures,Valhalla Motion Pictures,,United States of America,,
140000000,608,English,91.332849,03-07-2002,441818803,01:28,Released,Men in Black II,6,3114,Action,Adventure,Comedy,Science Fiction,,Columbia Pictures,Amblin Entertainment,Columbia Pictures Corporation,Parkes+MacDonald Image Nation,United States of America,,
70000000,2310,English,35.601665,05-11-2007,195735876,01:55,Released,Beowulf,5.5,841,Adventure,Action,Animation,,,Paramount Pictures,Shangri-La Entertainment,ImageMovers,Paramount Animation,United States of America,,
145000000,140300,English,56.747978,23-01-2016,521170825,01:35,Released,Kung Fu Panda 3,6.7,1603,Action,Adventure,Animation,Comedy,Family,Twentieth Century Fox Film Corporation,DreamWorks Animation,China Film Co.,Oriental DreamWorks,China,United States of America,
145000000,56292,English,77.77477,07-12-2011,694713380,02:13,Released,Mission: Impossible - Ghost Protocol,6.8,3972,Action,Thriller,Adventure,,,Paramount Pictures,Skydance Productions,Bad Robot,TC Productions,Czech Republic,United States of America,United Arab Emirates
145000000,81188,English,61.788035,21-11-2012,306941670,01:37,Released,Rise of the Guardians,7.1,1922,Fantasy,Animation,Family,,,DreamWorks Animation,,,,United States of America,,
100000000,7552,English,25.159168,21-12-2005,202026112,01:30,Released,Fun with Dick and Jane,5.9,627,Comedy,,,,,Imagine Entertainment,Columbia Pictures Corporation,JC 23 Entertainment,,United States of America,,
140000000,616,English,52.341226,05-12-2003,456758981,02:34,Released,The Last Samurai,7.3,1895,Drama,Action,War,History,,Cruise/Wagner Productions,Warner Bros.,Radar Pictures,"Bedford Falls Company, The",Japan,United States of America,New Zealand
140000000,147441,English,101.599427,03-12-2014,268031828,02:30,Released,Exodus: Gods and Kings,5.6,1921,Adventure,Drama,Action,,,Scott Free Productions,Chernin Entertainment,Babieka,Volcano Films,Spain,United Kingdom,United States of America
150000000,13475,English,73.616808,06-05-2009,385680446,02:07,Released,Star Trek,7.4,4518,Science Fiction,Action,Adventure,,,Paramount Pictures,Spyglass Entertainment,Bad Robot,MavroCine Pictures GmbH & Co. KG,Germany,United States of America,
139000000,557,English,82.502566,01-05-2002,821708551,02:01,Released,Spider-Man,6.8,5265,Fantasy,Action,,,,Columbia Pictures,Marvel Enterprises,,,United States of America,,
145000000,82702,English,100.21391,12-06-2014,609123048,01:42,Released,How to Train Your Dragon 2,7.6,3106,Fantasy,Action,Adventure,Animation,Comedy,DreamWorks Animation,Mad Hatter Entertainment,,,United States of America,,
140000000,205584,English,56.257249,25-02-2016,150680864,02:07,Released,Gods of Egypt,5.3,1277,Fantasy,,,,,Summit Entertainment,Mystery Clock Cinema,Thunder Road Pictures,TIK Films,Australia,United States of America,
135000000,10048,English,17.88953,28-07-2005,76932943,02:01,Released,Stealth,4.9,331,Action,,,,,Laura Ziskin Productions,Original Film,Columbia Pictures Corporation,Phoenix Pictures,United States of America,,
130000000,13183,English,64.798873,05-03-2009,185258983,02:43,Released,Watchmen,7,2811,Action,Mystery,Science Fiction,,,Paramount Pictures,DC Comics,Lawrence Gordon Productions,Legendary Pictures,United States of America,,
140000000,944,English,24.855701,10-07-1998,285444603,02:07,Released,Lethal Weapon 4,6.3,767,Action,Adventure,Comedy,Crime,Thriller,Silver Pictures,Donner/Shuler-Donner Productions,Warner Bros.,,United States of America,,
137000000,1927,English,34.981698,19-06-2003,245360480,02:18,Released,Hulk,5.3,1533,Drama,Action,Science Fiction,,,Universal Pictures,Good Machine,Valhalla Motion Pictures,Marvel Enterprises,United States of America,,
130000000,72559,English,59.325589,26-03-2013,371876278,01:50,Released,G.I. Joe: Retaliation,5.4,3025,Adventure,Action,Science Fiction,Thriller,,Paramount Pictures,Di Bonaventura Pictures,Hasbro,Skydance Productions,United States of America,,
130000000,7364,English,21.605568,06-04-2005,119269486,02:04,Released,Sahara,5.7,434,Action,Adventure,Comedy,Drama,Mystery,Paramount Pictures,Bristol Bay Productions,Baldwin Entertainment Group,Desertlands Entertainment,Germany,Spain,United Kingdom
137000000,2114,English,26.074908,02-07-2001,85131830,01:46,Released,Final Fantasy: The Spirits Within,5.9,433,Adventure,Action,Animation,Fantasy,Science Fiction,Columbia Pictures,Square USA,Chris Lee Productions,,Japan,United States of America,
140000000,1771,English,74.506246,22-07-2011,370569774,02:04,Released,Captain America: The First Avenger,6.6,7047,Action,Adventure,Science Fiction,,,Marvel Studios,,,,United States of America,,
135000000,36643,English,39.604363,08-11-1999,361832400,02:08,Released,The World Is Not Enough,6,862,Adventure,Action,Thriller,,,Eon Productions,Metro-Goldwyn-Mayer (MGM),,,United Kingdom,United States of America,
150000000,8619,English,36.973031,14-11-2003,212011111,02:18,Released,Master and Commander: The Far Side of the World,6.9,790,Adventure,,,,,Universal Pictures,Twentieth Century Fox Film Corporation,Samuel Goldwyn Films,Miramax,United States of America,,
120000000,50620,English,99.687084,13-11-2012,829000000,01:55,Released,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,Adventure,Fantasy,Drama,Romance,,Summit Entertainment,Sunswept Entertainment,Temple Hill Entertainment,,United States of America,,
130000000,65759,English,17.7735,17-11-2011,150406466,01:40,Released,Happy Feet Two,5.8,373,Animation,Comedy,Family,,,Village Roadshow Pictures,Warner Bros.,Dr D Studios,Kennedy Miller Mitchell,Australia,,
150000000,1724,English,62.898336,12-06-2008,163712074,01:54,Released,The Incredible Hulk,6.1,3021,Science Fiction,Action,Adventure,,,Universal Pictures,Marvel Studios,Valhalla Motion Pictures,MVL Incredible Productions,United States of America,,
140000000,267935,English,44.19092,01-06-2016,183345589,02:00,Released,The BFG,6,1000,Adventure,Family,Fantasy,,,Walt Disney Pictures,Amblin Entertainment,Reliance Entertainment,"Kennedy/Marshall Company, The",India,United States of America,
135000000,281957,English,100.635882,25-12-2015,532950503,02:36,Released,The Revenant,7.3,6396,Western,Drama,Adventure,Thriller,,Regency Enterprises,Appian Way,CatchPlay,Anonymous Content,Canada,Hong Kong,Taiwan
135000000,77950,English,44.765377,11-07-2013,282570682,01:36,Released,Turbo,6.1,1074,Animation,Family,,,,DreamWorks Animation,,,,United States of America,,
135000000,44896,English,29.91353,02-03-2011,245724603,01:47,Released,Rango,6.6,2051,Animation,Comedy,Family,Western,Adventure,Paramount Pictures,Nickelodeon Movies,GK Films,Blind Wink,United States of America,,
132000000,270946,English,84.366984,22-11-2014,373552094,01:32,Released,Penguins of Madagascar,6.5,1346,Family,Animation,Adventure,Comedy,,DreamWorks Animation,,,,United States of America,,
70000000,2503,English,45.381501,03-08-2007,442824138,01:55,Released,The Bourne Ultimatum,7.3,2888,Action,Drama,Mystery,Thriller,,Universal Pictures,The Kennedy/Marshall Company,Ludlum Entertainment,Motion Picture BETA Produktionsgesellschaft,Germany,United States of America,
130000000,9502,English,84.689648,04-06-2008,631744560,01:30,Released,Kung Fu Panda,6.9,3145,Adventure,Animation,Family,Comedy,,DreamWorks Animation,,,,United States of America,,
130000000,102899,English,120.09361,14-07-2015,519311965,01:57,Released,Ant-Man,7,5880,Science Fiction,Action,Adventure,,,Marvel Studios,,,,United States of America,,
130000000,101299,English,76.310119,15-11-2013,847423452,02:26,Released,The Hunger Games: Catching Fire,7.4,6495,Adventure,Action,Science Fiction,,,Lionsgate,Color Force,,,United States of America,,
135000000,228161,English,63.473086,18-03-2015,368871007,01:34,Released,Home,6.8,1519,Fantasy,Comedy,Animation,Science Fiction,Family,Twentieth Century Fox Film Corporation,DreamWorks Animation,,,United States of America,,
132000000,74,English,48.572726,28-06-2005,591739379,01:56,Released,War of the Worlds,6.2,2322,Adventure,Thriller,Science Fiction,,,Paramount Pictures,DreamWorks SKG,Cruise/Wagner Productions,Amblin Entertainment,United States of America,,
130000000,8961,English,38.068736,18-07-2003,273339556,02:27,Released,Bad Boys II,6.3,1564,Adventure,Action,Comedy,Thriller,Crime,Columbia Pictures Corporation,Don Simpson/Jerry Bruckheimer Films,,,United States of America,,
130000000,417859,English,20.678787,28-10-2011,554987477,01:30,Released,Puss in Boots,6.4,451,Action,Adventure,Animation,Family,Fantasy,DreamWorks,,,,United States of America,,
110000000,27576,English,48.829437,21-07-2010,293329073,01:40,Released,Salt,6.2,2093,Action,Mystery,Thriller,,,Columbia Pictures,Di Bonaventura Pictures,Relativity Media,Wintergreen Productions,United States of America,,
125000000,86834,English,46.115758,20-03-2014,362637473,02:19,Released,Noah,5.6,2350,Drama,Adventure,,,,Paramount Pictures,Regency Enterprises,Protozoa Pictures,Disruption Entertainment,United States of America,,
130000000,17578,English,89.938296,25-10-2011,371940071,01:47,Released,The Adventures of Tintin,6.7,2061,Adventure,Animation,Mystery,,,Paramount Pictures,Columbia Pictures,WingNut Films,Amblin Entertainment,New Zealand,United States of America,
130000000,673,English,79.679601,31-05-2004,789804554,02:21,Released,Harry Potter and the Prisoner of Azkaban,7.7,5877,Adventure,Fantasy,Family,,,1492 Pictures,Heyday films,Warner Bros.,,United Kingdom,United States of America,
130000000,6972,English,28.840997,18-11-2008,49554002,02:45,Released,Australia,6.3,694,Drama,,,,,Bazmark Films,Ingenious Film Partners,Twentieth Century Fox Film Corporation,Dune Entertainment III,Australia,United States of America,United Kingdom
130000000,82700,English,42.840582,30-05-2013,243843127,01:40,Released,After Earth,5,2532,Science Fiction,Action,Adventure,,,Columbia Pictures,Blinding Edge Pictures,Overbrook Entertainment,,United States of America,,
127500000,10567,English,26.548594,19-05-2000,354248063,01:22,Released,Dinosaur,6.2,542,Animation,Family,,,,Walt Disney Pictures,Walt Disney Feature Animation,,,United States of America,,
127000000,181533,English,115.597753,17-12-2014,349424282,01:37,Released,Night at the Museum: Secret of the Tomb,6.1,1851,Adventure,Comedy,Fantasy,Family,,Twentieth Century Fox Film Corporation,1492 Pictures,21 Laps Entertainment,Moving Picture Company (MPC),United Kingdom,United States of America,
130000000,38055,English,68.757242,28-10-2010,321887208,01:35,Released,Megamind,6.7,1918,Animation,Action,Comedy,Family,Science Fiction,DreamWorks Animation,,,,United States of America,,
125000000,671,English,109.984351,16-11-2001,976475550,02:32,Released,Harry Potter and the Philosopher's Stone,7.5,7006,Adventure,Fantasy,Family,,,1492 Pictures,Warner Bros.,Heyday Films,,United Kingdom,United States of America,
130000000,49524,English,39.448066,18-07-2013,61648500,01:36,Released,R.I.P.D.,5.4,1260,Fantasy,Action,Comedy,Crime,,Universal Pictures,Original Film,Dark Horse Entertainment,,United States of America,,
140000000,22,English,271.972889,09-07-2003,655011224,02:23,Released,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,Adventure,Fantasy,Action,,,Walt Disney Pictures,Jerry Bruckheimer Films,,,United States of America,,
